team_a,team_b,result
Wales,Czechia,1
Belgium,Belarus,1
Gibraltar,Netherlands,0
Montenegro,Norway,0
Turkey,Latvia,1
Turkey,Latvia,0
Cyprus,Slovenia,1
Croatia,Malta,1
Slovakia,Russia,1
Saudi Arabia,Palestine,1
Japan,Mongolia,1
Central African Republic,Mauritania,0
Morocco,Burundi,1
Cameroon,Rwanda,1
Cameroon,Rwanda,0
Mozambique,Cabo Verde,0
Guinea-Bissau,Congo,1
Senegal,Eswatini,1
Senegal,Eswatini,0
Côte d'Ivoire,Ethiopia,1
Madagascar,Niger,1
Madagascar,Niger,0
Nigeria,Lesotho,1
Sweden,Estonia,1
Switzerland,Finland,1
Spain,Kosovo,1
Greece,Georgia,1
Greece,Georgia,0
Northern Ireland,Bulgaria,1
Northern Ireland,Bulgaria,0
Lithuania,Italy,0
Bosnia and Herzegovina,France,0
Ukraine,Kazakhstan,1
Ukraine,Kazakhstan,0
Scotland,Faroe Islands,1
Austria,Denmark,0
Moldova,Israel,0
England,Poland,1
Andorra,Hungary,0
San Marino,Albania,0
Armenia,Romania,1
Germany,North Macedonia,0
Liechtenstein,Iceland,0
Ukraine,Bahrain,1
Ukraine,Bahrain,0
Iraq,Tajikistan,1
Iraq,Tajikistan,0
United Arab Emirates,Jordan,1
Indonesia,Afghanistan,0
Oman,Thailand,1
Turkey,Azerbaijan,1
Bahrain,Malaysia,1
Italy,San Marino,1
Japan,Myanmar,1
Indonesia,Oman,0
Iraq,Nepal,1
Mexico,Iceland,1
Singapore,Afghanistan,1
Singapore,Afghanistan,0
Sweden,Finland,1
Thailand,Tajikistan,1
Thailand,Tajikistan,0
Malta,Northern Ireland,0
Switzerland,United States,1
China,Guam,1
Jordan,Vietnam,1
Jordan,Vietnam,0
Turkey,Guinea,1
Turkey,Guinea,0
Croatia,Armenia,1
Croatia,Armenia,0
Kosovo,San Marino,1
North Macedonia,Slovenia,1
North Macedonia,Slovenia,0
Poland,Russia,1
Poland,Russia,0
Slovakia,Bulgaria,1
Slovakia,Bulgaria,0
Lithuania,Estonia,0
Belarus,Azerbaijan,0
Bosnia and Herzegovina,Montenegro,1
Bosnia and Herzegovina,Montenegro,0
England,Austria,1
France,Wales,1
Germany,Denmark,1
Germany,Denmark,0
Mozambique,Lesotho,1
Netherlands,Scotland,1
Netherlands,Scotland,0
Norway,Luxembourg,1
Romania,Georgia,0
Montserrat,United States Virgin Islands,1
Cayman Islands,Aruba,0
Cuba,British Virgin Islands,1
Dominica,Anguilla,1
Puerto Rico,Bahamas,1
Algeria,Mauritania,1
Andorra,Republic of Ireland,0
Belgium,Greece,1
Belgium,Greece,0
Switzerland,Liechtenstein,1
Turkey,Moldova,1
Ukraine,Northern Ireland,1
Mexico,Costa Rica,1
Mexico,Costa Rica,0
United States,Honduras,1
Nepal,Taiwan,1
Iran,Hong Kong,1
Bahrain,Cambodia,1
Palestine,Singapore,1
Bangladesh,Afghanistan,1
Bangladesh,Afghanistan,0
United Arab Emirates,Malaysia,1
Thailand,Indonesia,1
Thailand,Indonesia,0
Bolivia,Venezuela,1
Uruguay,Paraguay,1
Uruguay,Paraguay,0
Argentina,Chile,1
Argentina,Chile,0
Peru,Colombia,0
Kuwait,Australia,0
Qatar,India,1
Faroe Islands,Iceland,0
Finland,Estonia,0
Hungary,Cyprus,1
Italy,Czechia,1
Kosovo,Malta,1
Nigeria,Cameroon,0
North Macedonia,Kazakhstan,1
Rwanda,Central African Republic,1
Slovenia,Gibraltar,1
Spain,Portugal,1
Spain,Portugal,0
Latvia,Lithuania,1
Maldives,Syria,0
Antigua and Barbuda,Grenada,1
Suriname,Bermuda,1
Guatemala,Saint Vincent and the Grenadines,1
Dominican Republic,Barbados,1
Dominican Republic,Barbados,0
Nicaragua,Belize,1
Saint Kitts and Nevis,Guyana,1
Brazil,Ecuador,1
Guinea,Togo,0
Côte d'Ivoire,Burkina Faso,1
Montenegro,Israel,0
Niger,Gambia,0
Russia,Bulgaria,1
Senegal,Zambia,1
Sweden,Armenia,1
Tunisia,DR Congo,1
Wales,Albania,1
Wales,Albania,0
Saudi Arabia,Yemen,1
Lebanon,Sri Lanka,1
Korea Republic,Turkmenistan,1
United States Virgin Islands,El Salvador,0
Aruba,Canada,0
British Virgin Islands,Curaçao,0
Panama,Anguilla,1
Turks and Caicos Islands,Haiti,0
Bahamas,Trinidad and Tobago,1
Bahamas,Trinidad and Tobago,0
Algeria,Mali,1
Austria,Slovakia,1
Austria,Slovakia,0
Belgium,Croatia,1
Denmark,Bosnia and Herzegovina,1
England,Romania,1
Luxembourg,Scotland,0
Moldova,Azerbaijan,1
Netherlands,Georgia,1
Norway,Greece,0
Honduras,Costa Rica,1
Honduras,Costa Rica,0
United States,Mexico,1
Andorra,Gibraltar,1
Andorra,Gibraltar,0
Faroe Islands,Liechtenstein,1
Germany,Latvia,1
Rwanda,Central African Republic,1
Serbia,Jamaica,1
Serbia,Jamaica,0
Ukraine,Cyprus,1
Guam,Syria,0
China,Philippines,1
Nepal,Jordan,0
Australia,Taiwan,1
Iraq,Cambodia,1
Uzbekistan,Singapore,1
Bangladesh,India,0
Kyrgyzstan,Mongolia,0
Japan,Tajikistan,1
United Arab Emirates,Thailand,1
Vietnam,Indonesia,1
Bahrain,Iran,0
Qatar,Oman,1
Benin,Zambia,1
Benin,Zambia,0
Cameroon,Nigeria,1
Cameroon,Nigeria,0
Czechia,Albania,1
France,Bulgaria,1
Gambia,Togo,1
Hungary,Republic of Ireland,1
Hungary,Republic of Ireland,0
Kosovo,Guinea,0
Morocco,Ghana,1
Mozambique,Eswatini,1
Mozambique,Eswatini,0
Poland,Iceland,1
Poland,Iceland,0
Senegal,Cabo Verde,1
Spain,Lithuania,1
Grenada,Montserrat,0
El Salvador,Antigua and Barbuda,1
Canada,Suriname,1
Bermuda,Cayman Islands,1
Bermuda,Cayman Islands,0
Saint Vincent and the Grenadines,Cuba,0
Curaçao,Guatemala,1
Curaçao,Guatemala,0
Barbados,Dominica,1
Barbados,Dominica,0
Panama,Dominican Republic,1
Haiti,Nicaragua,1
Guyana,Puerto Rico,0
Trinidad and Tobago,Saint Kitts and Nevis,1
Ecuador,Peru,0
Colombia,Argentina,1
Colombia,Argentina,0
Venezuela,Uruguay,1
Venezuela,Uruguay,0
Paraguay,Brazil,0
Chile,Bolivia,1
Chile,Bolivia,0
Turkmenistan,Lebanon,1
Niger,Congo,0
Portugal,Israel,1
United States,Costa Rica,1
Korea Republic,Sri Lanka,1
Estonia,Latvia,1
South Africa,Uganda,1
Philippines,Guam,1
China,Maldives,1
Nepal,Australia,0
Kuwait,Jordan,1
Kuwait,Jordan,0
Cambodia,Iran,0
Hong Kong,Iraq,0
Yemen,Uzbekistan,0
Afghanistan,Oman,0
Myanmar,Kyrgyzstan,0
Malaysia,Vietnam,0
Japan,Serbia,1
DR Congo,Mali,1
DR Congo,Mali,0
Guinea,Niger,1
Kosovo,Gambia,1
Mauritania,Liberia,1
Tunisia,Algeria,0
Italy,Turkey,1
Saudi Arabia,Singapore,1
United Arab Emirates,Indonesia,1
Haiti,Canada,0
Panama,Curaçao,1
Saint Kitts and Nevis,El Salvador,0
Ghana,Côte d'Ivoire,1
Ghana,Côte d'Ivoire,0
Mexico,Honduras,1
Mexico,Honduras,0
Morocco,Burkina Faso,1
Wales,Switzerland,1
Wales,Switzerland,0
Denmark,Finland,0
Russia,Belgium,0
Korea Republic,Lebanon,1
Sudan,Zambia,0
Tanzania,Malawi,1
Austria,North Macedonia,1
Netherlands,Ukraine,1
England,Croatia,1
Brazil,Venezuela,1
Colombia,Ecuador,1
Libya,Liberia,0
Scotland,Czechia,0
Poland,Slovakia,0
Spain,Sweden,1
Spain,Sweden,0
Argentina,Chile,1
Argentina,Chile,0
Paraguay,Bolivia,1
Philippines,Maldives,1
Philippines,Maldives,0
China,Syria,1
Australia,Jordan,1
Bahrain,Hong Kong,1
Iran,Iraq,1
Palestine,Yemen,1
Saudi Arabia,Uzbekistan,1
Bangladesh,Oman,0
India,Afghanistan,1
India,Afghanistan,0
Tajikistan,Myanmar,1
Japan,Kyrgyzstan,1
Thailand,Malaysia,0
United Arab Emirates,Vietnam,1
Canada,Haiti,1
Curaçao,Panama,1
Curaçao,Panama,0
El Salvador,Saint Kitts and Nevis,1
Tunisia,Mali,1
Djibouti,Somalia,1
Hungary,Portugal,0
Germany,France,0
Kuwait,Taiwan,1
Sierra Leone,Benin,1
Turkey,Wales,0
Italy,Switzerland,1
Russia,Finland,1
Denmark,Belgium,0
Ukraine,North Macedonia,1
Netherlands,Austria,1
Colombia,Venezuela,1
Colombia,Venezuela,0
Brazil,Peru,1
Algeria,Liberia,1
Croatia,Czechia,1
Croatia,Czechia,0
England,Scotland,1
England,Scotland,0
Sweden,Slovakia,1
Chile,Bolivia,1
Argentina,Uruguay,1
Spain,Poland,1
Spain,Poland,0
Hungary,France,1
Hungary,France,0
Germany,Portugal,1
Libya,Sudan,0
Italy,Wales,1
Switzerland,Turkey,1
Venezuela,Ecuador,1
Venezuela,Ecuador,0
Colombia,Peru,0
Oman,Somalia,1
Denmark,Russia,1
Finland,Belgium,0
Netherlands,North Macedonia,1
Ukraine,Austria,0
Uruguay,Chile,1
Uruguay,Chile,0
Argentina,Paraguay,1
Scotland,Croatia,0
England,Czechia,1
Mauritania,Yemen,1
Spain,Slovakia,1
Sweden,Poland,1
Germany,Hungary,1
Germany,Hungary,0
Portugal,France,1
Portugal,France,0
Ecuador,Peru,1
Ecuador,Peru,0
Brazil,Colombia,1
Lebanon,Djibouti,1
Bolivia,Uruguay,0
Chile,Paraguay,0
Palestine,Comoros,1
Bahrain,Kuwait,1
Italy,Austria,1
Wales,Denmark,0
Netherlands,Czechia,0
Belgium,Portugal,1
Brazil,Ecuador,1
Brazil,Ecuador,0
Venezuela,Peru,0
El Salvador,Guatemala,1
El Salvador,Guatemala,0
Croatia,Spain,0
France,Switzerland,1
France,Switzerland,0
Argentina,Bolivia,1
Uruguay,Paraguay,1
England,Germany,1
Sweden,Ukraine,0
Mexico,Panama,1
Switzerland,Spain,1
Switzerland,Spain,0
Belgium,Italy,0
Peru,Paraguay,1
Peru,Paraguay,0
Brazil,Chile,1
Haiti,Saint Vincent and the Grenadines,1
Trinidad and Tobago,Montserrat,1
Bermuda,Barbados,1
Czechia,Denmark,0
Ukraine,England,0
Mexico,Nigeria,1
Uruguay,Colombia,1
Uruguay,Colombia,0
Argentina,Ecuador,1
Guatemala,Guyana,1
Cuba,French Guiana,0
Guadeloupe,Bahamas,1
Qatar,El Salvador,1
Brazil,Peru,1
Argentina,Colombia,1
Argentina,Colombia,0
Italy,Spain,1
Italy,Spain,0
Haiti,Bermuda,1
Guatemala,Guadeloupe,1
Guatemala,Guadeloupe,0
Trinidad and Tobago,French Guiana,1
Trinidad and Tobago,French Guiana,0
Eswatini,Lesotho,1
South Africa,Botswana,1
England,Denmark,1
Mozambique,Zimbabwe,1
Mozambique,Zimbabwe,0
Senegal,Namibia,0
Zambia,Lesotho,0
South Africa,Eswatini,1
Peru,Colombia,0
Malawi,Zimbabwe,1
Malawi,Zimbabwe,0
Senegal,Mozambique,1
Brazil,Argentina,0
Lesotho,Botswana,0
Zambia,Eswatini,0
Mexico,Trinidad and Tobago,1
Mexico,Trinidad and Tobago,0
England,Italy,1
England,Italy,0
Namibia,Zimbabwe,1
Mozambique,Malawi,1
El Salvador,Guatemala,1
Canada,Martinique,1
United States,Haiti,1
Jamaica,Suriname,1
Costa Rica,Guadeloupe,1
Botswana,Zambia,0
South Africa,Lesotho,1
Senegal,Zimbabwe,1
Malawi,Namibia,1
Malawi,Namibia,0
Qatar,Panama,1
Qatar,Panama,0
Honduras,Grenada,1
South Africa,Zambia,1
South Africa,Zambia,0
Eswatini,Botswana,1
Eswatini,Botswana,0
Mozambique,Namibia,1
Senegal,Malawi,1
Trinidad and Tobago,El Salvador,0
Guatemala,Mexico,0
Haiti,Canada,0
United States,Martinique,1
Senegal,Eswatini,1
Senegal,Eswatini,0
South Africa,Mozambique,1
Guadeloupe,Jamaica,0
Suriname,Costa Rica,0
Grenada,Qatar,0
Panama,Honduras,0
Eswatini,Mozambique,1
Eswatini,Mozambique,0
South Africa,Senegal,1
South Africa,Senegal,0
Guatemala,Trinidad and Tobago,1
Guatemala,Trinidad and Tobago,0
Mexico,El Salvador,1
Martinique,Haiti,0
United States,Canada,1
Suriname,Guadeloupe,1
Costa Rica,Jamaica,1
Panama,Grenada,1
Honduras,Qatar,0
Mexico,Honduras,1
Qatar,El Salvador,1
Costa Rica,Canada,0
United States,Jamaica,1
Mexico,Canada,1
United States,Qatar,1
United States,Mexico,1
El Salvador,Costa Rica,1
El Salvador,Costa Rica,0
Niger,Sudan,1
Sudan,Niger,1
Ethiopia,Sierra Leone,1
Ethiopia,Sierra Leone,0
Ethiopia,Uganda,1
Bahrain,Haiti,1
Comoros,Seychelles,1
Finland,Wales,1
Finland,Wales,0
Qatar,Serbia,0
Switzerland,Greece,1
Central African Republic,Cabo Verde,1
Central African Republic,Cabo Verde,0
Mali,Rwanda,1
Egypt,Angola,1
Libya,Gabon,1
Senegal,Togo,1
Guinea-Bissau,Guinea,1
Guinea-Bissau,Guinea,0
Portugal,Republic of Ireland,1
Luxembourg,Azerbaijan,1
Kazakhstan,Ukraine,1
Kazakhstan,Ukraine,0
France,Bosnia and Herzegovina,1
France,Bosnia and Herzegovina,0
Faroe Islands,Israel,0
Denmark,Scotland,1
Moldova,Austria,0
Norway,Netherlands,1
Norway,Netherlands,0
Latvia,Gibraltar,1
Turkey,Montenegro,1
Turkey,Montenegro,0
Malta,Cyprus,1
Slovenia,Slovakia,1
Slovenia,Slovakia,0
Russia,Croatia,1
Russia,Croatia,0
Kyrgyzstan,Palestine,1
Nepal,India,1
Nepal,India,0
Niger,Burkina Faso,0
Algeria,Djibouti,1
Kenya,Uganda,1
Kenya,Uganda,0
Namibia,Congo,1
Namibia,Congo,0
Morocco,Sudan,1
DR Congo,Tanzania,1
DR Congo,Tanzania,0
Madagascar,Benin,0
Korea Republic,Iraq,1
Korea Republic,Iraq,0
Iran,Syria,1
United Arab Emirates,Lebanon,1
United Arab Emirates,Lebanon,0
Japan,Oman,0
Australia,China,1
Saudi Arabia,Vietnam,1
Georgia,Kosovo,0
Sweden,Spain,1
Italy,Bulgaria,1
Italy,Bulgaria,0
Lithuania,Northern Ireland,0
Czechia,Belarus,1
Estonia,Belgium,0
Andorra,San Marino,1
Hungary,England,0
Poland,Albania,1
Iceland,Romania,0
Liechtenstein,Germany,0
North Macedonia,Armenia,1
North Macedonia,Armenia,0
Bolivia,Colombia,1
Bolivia,Colombia,0
Ecuador,Paraguay,1
Peru,Uruguay,1
Peru,Uruguay,0
Venezuela,Argentina,0
Chile,Brazil,0
Canada,Honduras,1
Canada,Honduras,0
El Salvador,United States,1
El Salvador,United States,0
Panama,Costa Rica,1
Panama,Costa Rica,0
Mexico,Jamaica,1
Mauritania,Zambia,0
Tunisia,Equatorial Guinea,1
Nigeria,Liberia,1
Mozambique,Côte d'Ivoire,1
Mozambique,Côte d'Ivoire,0
Cameroon,Malawi,1
Zimbabwe,South Africa,1
Zimbabwe,South Africa,0
Ghana,Ethiopia,1
Bosnia and Herzegovina,Kuwait,1
Burundi,Seychelles,1
Haiti,Jordan,1
Qatar,Portugal,0
Republic of Ireland,Azerbaijan,1
Republic of Ireland,Azerbaijan,0
Serbia,Luxembourg,1
Finland,Kazakhstan,1
Ukraine,France,1
Ukraine,France,0
Faroe Islands,Denmark,0
Scotland,Moldova,1
Israel,Austria,1
Latvia,Norway,0
Gibraltar,Turkey,0
Netherlands,Montenegro,1
Slovenia,Malta,1
Cyprus,Russia,0
Slovakia,Croatia,0
Bangladesh,Palestine,0
Estonia,Northern Ireland,0
Nepal,India,0
Sweden,Uzbekistan,1
Rwanda,Kenya,1
Rwanda,Kenya,0
Gabon,Egypt,1
Gabon,Egypt,0
Togo,Namibia,0
Kosovo,Greece,1
Kosovo,Greece,0
Spain,Georgia,1
Bulgaria,Lithuania,1
Switzerland,Italy,1
Switzerland,Italy,0
Belarus,Wales,0
Belgium,Czechia,1
England,Andorra,1
Albania,Hungary,1
San Marino,Poland,0
Iceland,North Macedonia,1
Iceland,North Macedonia,0
Germany,Armenia,1
Romania,Liechtenstein,1
Ecuador,Chile,1
Ecuador,Chile,0
Paraguay,Colombia,1
Paraguay,Colombia,0
Uruguay,Bolivia,1
Peru,Venezuela,1
Costa Rica,Mexico,0
El Salvador,Honduras,1
El Salvador,Honduras,0
Jamaica,Panama,0
United States,Canada,1
United States,Canada,0
Djibouti,Niger,0
Liberia,Central African Republic,1
Côte d'Ivoire,Cameroon,1
Uganda,Mali,1
Uganda,Mali,0
South Africa,Ghana,1
Benin,DR Congo,1
Benin,DR Congo,0
Kyrgyzstan,Bangladesh,1
Bahrain,Jordan,0
Comoros,Burundi,1
Luxembourg,Qatar,1
Luxembourg,Qatar,0
Burkina Faso,Algeria,1
Burkina Faso,Algeria,0
Zambia,Tunisia,0
Equatorial Guinea,Mauritania,1
Cabo Verde,Nigeria,0
Malawi,Mozambique,1
Angola,Libya,0
Ethiopia,Zimbabwe,1
Congo,Senegal,0
Sudan,Guinea-Bissau,0
Tanzania,Madagascar,1
Syria,United Arab Emirates,1
Syria,United Arab Emirates,0
Korea Republic,Lebanon,1
Iraq,Iran,0
China,Japan,0
Vietnam,Australia,0
Oman,Saudi Arabia,0
Republic of Ireland,Serbia,1
Republic of Ireland,Serbia,0
Azerbaijan,Portugal,0
Bosnia and Herzegovina,Kazakhstan,1
Bosnia and Herzegovina,Kazakhstan,0
France,Finland,1
Faroe Islands,Moldova,1
Austria,Scotland,0
Denmark,Israel,1
Montenegro,Latvia,1
Montenegro,Latvia,0
Netherlands,Turkey,1
Norway,Gibraltar,1
Croatia,Slovenia,1
Slovakia,Cyprus,1
Russia,Malta,1
Bulgaria,Georgia,1
Czechia,Ukraine,1
Czechia,Ukraine,0
Guatemala,Nicaragua,1
Guatemala,Nicaragua,0
Kosovo,Spain,0
Greece,Sweden,1
Northern Ireland,Switzerland,1
Northern Ireland,Switzerland,0
Italy,Lithuania,1
Wales,Estonia,1
Wales,Estonia,0
Belarus,Belgium,0
Albania,San Marino,1
Hungary,Andorra,1
Poland,England,1
Poland,England,0
Iceland,Germany,0
Armenia,Liechtenstein,1
Armenia,Liechtenstein,0
North Macedonia,Romania,1
North Macedonia,Romania,0
Costa Rica,Jamaica,1
Costa Rica,Jamaica,0
Panama,Mexico,1
Panama,Mexico,0
Canada,El Salvador,1
Honduras,United States,0
Colombia,Chile,1
Paraguay,Venezuela,1
Uruguay,Ecuador,1
Argentina,Bolivia,1
Brazil,Peru,1
El Salvador,Guatemala,0
Egypt,Liberia,1
Sri Lanka,Bangladesh,0
Maldives,Nepal,0
Bangladesh,India,1
Bangladesh,India,0
Sri Lanka,Nepal,0
Sudan,Guinea,1
Sudan,Guinea,0
Morocco,Guinea-Bissau,1
Bahrain,Curaçao,1
Jordan,Malaysia,1
Sierra Leone,South Sudan,1
Sierra Leone,South Sudan,0
Italy,Spain,0
Iraq,Lebanon,1
Iraq,Lebanon,0
Korea Republic,Syria,1
United Arab Emirates,Iran,0
Saudi Arabia,Japan,1
China,Vietnam,1
Australia,Oman,1
Honduras,Costa Rica,1
Honduras,Costa Rica,0
United States,Jamaica,1
El Salvador,Panama,1
Mexico,Canada,1
Mexico,Canada,0
Equatorial Guinea,Zambia,1
Tunisia,Mauritania,1
Liberia,Cabo Verde,0
Nigeria,Central African Republic,0
Rwanda,Uganda,0
Mali,Kenya,1
DR Congo,Madagascar,1
Tanzania,Benin,0
Ecuador,Bolivia,1
Venezuela,Brazil,0
Paraguay,Argentina,1
Paraguay,Argentina,0
Peru,Chile,1
Uruguay,Colombia,1
Uruguay,Colombia,0
Indonesia,Taiwan,1
India,Sri Lanka,1
India,Sri Lanka,0
Maldives,Bangladesh,1
Belgium,France,0
Czechia,Wales,1
Czechia,Wales,0
Estonia,Belarus,1
Gibraltar,Montenegro,0
Latvia,Netherlands,0
Turkey,Norway,1
Turkey,Norway,0
Malta,Slovenia,0
Cyprus,Croatia,0
Russia,Slovakia,1
Iceland,Armenia,1
Iceland,Armenia,0
Germany,Romania,1
Liechtenstein,North Macedonia,0
Algeria,Niger,1
Djibouti,Burkina Faso,0
Malawi,Côte d'Ivoire,0
Cameroon,Mozambique,1
Angola,Gabon,1
Egypt,Libya,1
Azerbaijan,Republic of Ireland,0
Luxembourg,Serbia,0
Sweden,Kosovo,1
Georgia,Greece,0
Lithuania,Bulgaria,1
Switzerland,Northern Ireland,1
Finland,Ukraine,0
Kazakhstan,Bosnia and Herzegovina,0
Scotland,Israel,1
Faroe Islands,Austria,0
Moldova,Denmark,0
Andorra,England,0
Hungary,Albania,0
Poland,San Marino,1
Ethiopia,South Africa,0
Ghana,Zimbabwe,1
Togo,Congo,1
Togo,Congo,0
Senegal,Namibia,1
Guinea,Sudan,1
Guinea,Sudan,0
Curaçao,New Zealand,0
Gambia,Sierra Leone,0
Portugal,Qatar,1
Uzbekistan,Malaysia,1
Guam,Cambodia,0
Morocco,Guinea-Bissau,1
Costa Rica,El Salvador,1
Jamaica,Canada,1
Jamaica,Canada,0
Panama,United States,1
Mexico,Honduras,1
Zambia,Equatorial Guinea,1
Zambia,Equatorial Guinea,0
Mauritania,Tunisia,1
Mauritania,Tunisia,0
Central African Republic,Nigeria,0
Cabo Verde,Liberia,1
Kenya,Mali,0
Uganda,Rwanda,1
Benin,Tanzania,0
Madagascar,DR Congo,1
Bolivia,Peru,1
Colombia,Brazil,1
Colombia,Brazil,0
Venezuela,Ecuador,1
Argentina,Uruguay,1
Chile,Paraguay,1
Maldives,Sri Lanka,1
Nepal,India,0
Italy,Belgium,1
Spain,France,0
Belarus,Czechia,0
Estonia,Wales,0
Netherlands,Gibraltar,1
Norway,Montenegro,1
Latvia,Turkey,0
Cyprus,Malta,1
Cyprus,Malta,0
Croatia,Slovakia,1
Croatia,Slovakia,0
Slovenia,Russia,0
Iceland,Liechtenstein,1
North Macedonia,Germany,0
Romania,Armenia,1
Burkina Faso,Djibouti,1
Mozambique,Cameroon,0
Côte d'Ivoire,Malawi,1
Gabon,Angola,1
Libya,Egypt,0
Taiwan,Indonesia,0
Iran,Korea Republic,1
Iran,Korea Republic,0
Syria,Lebanon,0
United Arab Emirates,Iraq,1
United Arab Emirates,Iraq,0
Japan,Australia,1
Oman,Vietnam,1
Saudi Arabia,China,1
Portugal,Luxembourg,1
Serbia,Azerbaijan,1
Kosovo,Georgia,0
Sweden,Greece,1
Bulgaria,Northern Ireland,1
Lithuania,Switzerland,0
Kazakhstan,Finland,0
Ukraine,Bosnia and Herzegovina,1
Ukraine,Bosnia and Herzegovina,0
Faroe Islands,Scotland,0
Denmark,Austria,1
Israel,Moldova,1
England,Hungary,1
England,Hungary,0
Albania,Poland,0
San Marino,Andorra,0
Niger,Algeria,0
Zimbabwe,Ghana,0
South Africa,Ethiopia,1
Namibia,Senegal,0
Congo,Togo,0
Bahrain,New Zealand,0
Jordan,Uzbekistan,1
Republic of Ireland,Qatar,1
South Sudan,Gambia,0
Cambodia,Guam,1
Morocco,Guinea,1
Honduras,Jamaica,0
United States,Costa Rica,1
Canada,Panama,1
El Salvador,Mexico,0
Bangladesh,Nepal,1
Bangladesh,Nepal,0
Maldives,India,0
Bolivia,Paraguay,1
Colombia,Ecuador,1
Colombia,Ecuador,0
Argentina,Peru,1
Brazil,Uruguay,1
Chile,Venezuela,1
India,Nepal,1
Mexico,Ecuador,0
El Salvador,Bolivia,0
Sri Lanka,Maldives,1
Sri Lanka,Maldives,0
Kosovo,Jordan,0
Nicaragua,Cuba,0
Bangladesh,Seychelles,1
Bangladesh,Seychelles,0
Czechia,Kuwait,1
Kyrgyzstan,Singapore,1
Serbia,Qatar,1
Ukraine,Bulgaria,1
Ukraine,Bulgaria,0
Uganda,Kenya,1
Uganda,Kenya,0
Rwanda,Mali,0
Ethiopia,Ghana,1
Ethiopia,Ghana,0
South Africa,Zimbabwe,1
Congo,Namibia,1
Congo,Namibia,0
Togo,Senegal,1
Togo,Senegal,0
Tanzania,DR Congo,0
Benin,Madagascar,1
Lebanon,Iran,0
Iraq,Syria,1
Iraq,Syria,0
Korea Republic,United Arab Emirates,1
China,Oman,1
China,Oman,0
Vietnam,Japan,0
Australia,Saudi Arabia,1
Australia,Saudi Arabia,0
Republic of Ireland,Portugal,1
Republic of Ireland,Portugal,0
Azerbaijan,Luxembourg,0
Georgia,Sweden,1
Greece,Spain,0
Russia,Cyprus,1
Malta,Croatia,0
Slovakia,Slovenia,1
Slovakia,Slovenia,0
Germany,Liechtenstein,1
Armenia,North Macedonia,0
Romania,Iceland,1
Romania,Iceland,0
Ecuador,Venezuela,1
Paraguay,Chile,0
Peru,Bolivia,1
Brazil,Colombia,1
Burkina Faso,Niger,1
Burkina Faso,Niger,0
Djibouti,Algeria,0
Gabon,Libya,1
Angola,Egypt,1
Angola,Egypt,0
Guinea,Guinea-Bissau,1
Guinea,Guinea-Bissau,0
Morocco,Sudan,1
Canada,Costa Rica,1
Honduras,Panama,0
El Salvador,Jamaica,1
El Salvador,Jamaica,0
United States,Mexico,1
Northern Ireland,Lithuania,1
Italy,Switzerland,1
Italy,Switzerland,0
Moldova,Scotland,0
Denmark,Faroe Islands,1
Austria,Israel,1
England,Albania,1
Andorra,Poland,0
Hungary,San Marino,1
Uruguay,Argentina,0
Burundi,Myanmar,1
Nicaragua,Cuba,1
Sierra Leone,Comoros,0
Bangladesh,Maldives,1
Sri Lanka,Seychelles,0
Zambia,Mauritania,1
Equatorial Guinea,Tunisia,1
Cabo Verde,Central African Republic,1
Liberia,Nigeria,0
Malawi,Cameroon,0
Côte d'Ivoire,Mozambique,1
Bosnia and Herzegovina,Finland,0
France,Kazakhstan,1
Wales,Belarus,1
Belgium,Estonia,1
Norway,Latvia,1
Norway,Latvia,0
Turkey,Gibraltar,1
Montenegro,Netherlands,1
Montenegro,Netherlands,0
Azerbaijan,Qatar,1
Azerbaijan,Qatar,0
Nicaragua,Cuba,1
Mali,Uganda,1
Zimbabwe,Ethiopia,1
Zimbabwe,Ethiopia,0
Ghana,South Africa,1
Senegal,Congo,1
DR Congo,Benin,1
Madagascar,Tanzania,1
Madagascar,Tanzania,0
Portugal,Serbia,0
Luxembourg,Republic of Ireland,0
Spain,Sweden,1
Greece,Kosovo,1
Greece,Kosovo,0
Croatia,Russia,1
Malta,Slovakia,0
Slovenia,Cyprus,1
Liechtenstein,Romania,0
North Macedonia,Iceland,1
Armenia,Germany,0
Georgia,Uzbekistan,1
Lithuania,Kuwait,1
Lithuania,Kuwait,0
Niger,Djibouti,1
Kenya,Rwanda,1
Namibia,Togo,0
Guinea-Bissau,Sudan,1
Guinea-Bissau,Sudan,0
Northern Ireland,Italy,1
Northern Ireland,Italy,0
Switzerland,Bulgaria,1
Scotland,Denmark,1
Austria,Moldova,1
Israel,Faroe Islands,1
Albania,Andorra,1
Poland,Hungary,0
San Marino,England,0
Bahrain,Kyrgyzstan,1
Belarus,Jordan,1
Kazakhstan,Tajikistan,1
New Zealand,Gambia,1
Indonesia,Afghanistan,0
Maldives,Seychelles,1
Maldives,Seychelles,0
Sri Lanka,Bangladesh,1
Algeria,Burkina Faso,1
Algeria,Burkina Faso,0
Mauritania,Equatorial Guinea,1
Mauritania,Equatorial Guinea,0
Tunisia,Zambia,1
Liberia,Central African Republic,1
Nigeria,Cabo Verde,1
Nigeria,Cabo Verde,0
Mozambique,Malawi,1
Cameroon,Côte d'Ivoire,1
Egypt,Gabon,1
Libya,Angola,1
Libya,Angola,0
Morocco,Guinea,1
Lebanon,United Arab Emirates,0
